Date,Open,High,Low,Close,AdjClose,Volume,ShortTermMA,LongTermMA,ROC,RSI,price_diff
2018-04-05,293.149994,299.160004,289.109985,293.970001,293.970001,10655200,289.072003,302.6465026,-1.74167261373041,43.9965579902898,-5.11999500000002
2018-04-06,289.100006,298.850006,285.649994,288.850006,288.850006,11444800,291.9520018,303.45750265,0.373891977693093,65.6076238851866,1.07998700000002
2018-04-09,291.769989,299.549988,289.119995,289.929993,289.929993,9853600,294.898004,304.5110015,2.80757913859569,74.3920764048495,8.14001399999995
2018-04-10,297.679993,298.950012,291.690002,298.070007,298.070007,10660500,297.9540038,305.3985015,1.87875528180868,70.2614871710034,5.60000600000001
2018-04-11,302.880005,311.640015,301.820007,303.670013,303.670013,14877400,302.5140014,304.73200065,1.8375166335571,78.9370994224304,5.57998700000002
2018-04-12,309.720001,311.130005,306.75,309.25,309.25,10249400,306.0840026,304.98550105,0.776069199676635,69.9566928232393,2.39999399999999
2018-04-13,317.290009,317.48999,308.230011,311.649994,311.649994,12046600,313.6820008,306.39600215,-1.24177605471092,59.6027139796124,-3.86999500000002
2018-04-16,315.98999,316.100006,304,307.779999,307.779999,20307900,319.851996,307.21650235,9.18838101627261,56.5231899779977,28.279999
2018-04-17,329.660004,338.619995,323.769989,336.059998,336.059998,33866500,324.5419984,308.82500145,-0.458254183528263,63.4428227221767,-1.540009
2018-04-18,336.299988,338.820007,331.100006,334.519989,334.519989,11221100,327.7659974,310.3065002,-0.54405627760558,61.5368462430261,-1.81997699999999
2018-04-19,332.880005,335.309998,326.769989,332.700012,332.700012,8438800,329.947998,311.52749935,-1.48182230904158,58.2539818308034,-4.93002300000001
2018-04-20,332.220001,336.51001,326,327.769989,327.769989,9158700,324.1399962,312.4134994,-2.7702313526941,55.8427264049922,-9.07998700000002
2018-04-23,329.149994,331.220001,317.079987,318.690002,318.690002,8968000,318.3880004,313.9754989,-3.6618698191856,52.6726411186647,-11.670013
2018-04-24,319.220001,320.25,302.309998,307.019989,307.019989,13893200,314.6440002,315.79199975,-0.410389891584547,50.0262657763053,-1.25997899999999
2018-04-25,306.369995,309.980011,292.619995,305.76001,305.76001,14919700,311.4420044,317.23300015,2.68838328465517,57.6279625734266,8.22000099999997
2018-04-26,310,316.630005,305.579987,313.980011,313.980011,9266700,310.1960022,318.5644989,-0.707051698268769,41.6353743932481,-2.22000099999997
2018-04-27,316.25,317.450012,306.5,311.76001,311.76001,7074400,311.452002,319.5819992,0.2245255894109,43.3847924825739,0.69998099999998
2018-04-30,311.070007,317.880005,310.119995,312.459991,312.459991,6088800,312.971997,320.32249905,0.268833458425076,47.9750032855243,0.839996999999983
2018-05-01,310.359985,313.480011,306.690002,313.299988,313.299988,6036600,312.5139952,321.35999905,0.0191500166926307,51.6627476764589,0.0599970000000098
2018-05-02,311.649994,317.100006,310.399994,313.359985,313.359985,5697100,314.1799924,320.8634994,-0.532927967813121,57.9140347201519,-1.669983
2018-05-03,312.589996,312.589996,305.730011,311.690002,311.690002,6135800,316.9399962,320.54700005,2.69498345988011,77.2348039107692,8.39999399999999
2018-05-04,308.709991,320.980011,307.670013,320.089996,320.089996,8209500,319.6580016,320.1729995,1.92758726517652,75.0677117579165,6.17001400000004
2018-05-07,321.98999,329.019989,319.339996,326.26001,326.26001,7117800,323.0460022,319.9934997,0.193099056179145,70.6121487124101,0.630004999999983
2018-05-08,325.899994,327.350006,323.049988,326.890015,326.890015,4735700,326.628003,320.64999995,1.04315605969181,69.1084803350466,3.40997299999998
2018-05-09,328.790009,331.950012,327.51001,330.299988,330.299988,5633400,327.902002,321.88000025,-0.211923107911217,66.4792077428192,-0.699981999999977
2018-05-10,331.5,332.059998,327.339996,329.600006,329.600006,5302300,328.3559998,323.8279998,-0.952674436541122,71.8602756823451,-3.14001500000001
2018-05-11,329.649994,331.26001,324.869995,326.459991,326.459991,4589700,328.2039978,325.5934997,0.634077086646729,71.4823647058825,2.07000799999997
2018-05-14,327.25,330.5,327.040009,328.529999,328.529999,4089800,327.7820006,327.56999965,-0.730525068427615,80.6230158663201,-2.39999399999999
2018-05-15,325.940002,326.940002,322.429993,326.130005,326.130005,4746100,326.9059996,329.43350065,0.631649025976622,79.141708019098,2.05999700000001
2018-05-16,326.279999,329.720001,325.140015,328.190002,328.190002,3671700,326.45,331.4455017,-0.904963887352049,77.2479713323898,-2.97000099999997
2018-05-17,327.529999,330.450012,323.170013,325.220001,325.220001,4935700,327.1080016,333.35750275,-0.319785990038171,74.3704526263927,-1.040008
2018-05-18,324.899994,326.420013,322.799988,324.179993,324.179993,3577700,328.2059996,335.7695023,2.35671977449884,74.5873897993445,7.64001399999995
2018-05-21,327.109985,331.880005,325.450012,331.820007,331.820007,6657300,331.5119994,337.8555024,-0.0602772574831386,72.6803833776543,-0.200011999999958
2018-05-22,334.049988,336.630005,331.149994,331.619995,331.619995,5964400,336.326001,339.8325013,3.95030643432704,81.1696599037357,13.100006
2018-05-23,329.040009,345,328.089996,344.720001,344.720001,10049100,341.7480042,341.86050115,1.32571593952855,81.1027847815641,4.57000799999997
2018-05-24,344.339996,354,341.119995,349.290009,349.290009,14758600,345.330005,343.41550145,0.572590096615102,86.0046864743778,2
2018-05-25,349.899994,354.359985,348.829987,351.290009,351.290009,7817400,349.7140078,344.9640015,-0.44407696206356,85.8997542321375,-1.55999800000001
2018-05-29,351.5,356.100006,346.709991,349.730011,349.730011,9717900,351.0900088,346.71350255,1.08941122584988,81.3192075196722,3.80999800000001
2018-05-30,352.369995,354,349.26001,353.540009,353.540009,5685500,353.2180056,348.47850195,-0.548736479779857,81.6159707941175,-1.94000299999999
2018-05-31,353.799988,355.529999,350.209991,351.600006,351.600006,6921700,355.3220034,351.16850135,2.3691657729949,79.1691091566554,8.32998700000002
2018-06-01,353.880005,359.98999,352.820007,359.929993,359.929993,7112300,358.5359988,354.402501,0.522325184497748,80.4039924180485,1.88000499999998
2018-06-04,362.679993,363,355.51001,361.809998,361.809998,7682000,361.3179994,357.7405015,1.10278599874401,81.4543411503061,3.98998999999998
2018-06-05,363.320007,369.829987,361.410004,365.799988,365.799988,8358000,363.277997,361.05150155,0.45107273212924,83.86694696509,1.65002400000003
2018-06-06,367.779999,369.679993,363.329987,367.450012,367.450012,7712300,363.4059998,364.70950175,-1.64648735948334,82.1761929332827,-6.05001800000002
2018-06-07,368.540009,368.700012,357.799988,361.399994,361.399994,8278000,363.3340026,368.9665025,-0.22965883059755,82.15018368142,-0.829987000000017
2018-06-08,358.059998,362.390015,356.25,360.570007,360.570007,5225700,362.9400024,372.50250255,0.244059401202508,84.747357539217,0.88000500000004
2018-06-11,361.880005,365.670013,360.910004,361.450012,361.450012,4432400,365.4359986,375.5925019,0.658452046198854,88.8504600333011,2.379975
2018-06-12,363.600006,365.980011,362,363.829987,363.829987,4291000,371.7299988,377.252002,4.42514541826372,86.1157984868634,16.100006
2018-06-13,367.529999,384.25,364.109985,379.929993,379.929993,18222800,378.0119996,379.7350022,3.40589114795156,81.0640282345804,12.940002
2018-06-14,384.269989,395.029999,383.25,392.869995,392.869995,14598300,383.801996,381.5775025,-0.226533970862302,59.1622606204179,-0.889984000000027
2018-06-15,390.709991,398.859985,387.51001,391.980011,391.980011,13588100,392.0320008,383.76850285,-0.403086115531539,63.8628469599218,-1.580017
2018-06-18,387.720001,393.160004,386.5,390.399994,390.399994,6824800,399.3980042,385.34350285,3.73463555944624,62.2683124108469,14.580017
2018-06-19,389.5,405.290009,388.5,404.980011,404.980011,16697100,403.9120056,387.1620026,2.9087852931092,64.2419306460843,11.779999
2018-06-20,415.149994,419.470001,409.600006,416.76001,416.76001,16494600,407.7340026,388.39800265,-0.31673096466238,61.9480216729758,-1.32000800000003
2018-06-21,421.380005,423.209991,406.369995,415.440002,415.440002,18389900,406.550006,389.9450028,-1.04708405041843,63.2288353344649,-4.35000600000001
2018-06-22,419.980011,420.5,409.649994,411.089996,411.089996,10428600,405.4320068,392.2875031,-6.47303151595058,54.3619705747862,-26.609985
2018-06-25,404.690002,405.98999,378.75,384.480011,384.480011,22490900,400.1580078,395.2075028,3.87796597311271,52.3727719966601,14.910004
2018-06-26,393.279999,404.779999,389.049988,399.390015,399.390015,15191200,396.15401,397.91650245,-2.25343640601531,56.4929284219645,-9
2018-06-27,407.559998,411.589996,390,390.390015,390.390015,16541400,392.2220094,400.6575028,1.28845457279433,60.6263466994244,5.02999799999998
2018-06-28,395,396.899994,387.100006,395.420013,395.420013,12219900,394.9620058,402.33600315,-1.00905868919689,54.3225875613053,-3.99001999999996
2018-06-29,399.190002,401.329987,390.549988,391.429993,391.429993,9252500,393.1880006,402.4825028,1.72444629198356,50.8258252366673,6.75
2018-07-02,385.450012,398.380005,380,398.179993,398.179993,8142500,394.7880006,402.9075028,-1.92375411488844,49.1797725905786,-7.66000400000001
2018-07-03,399.48999,399.980011,389.5,390.519989,390.519989,5280300,397.353998,402.36150365,2.01526841690042,44.1911684623026,7.870026
2018-07-05,393.799988,399.23999,390.859985,398.390015,398.390015,8448900,402.8619996,400.86900335,2.47495786258599,57.2939425666939,9.85998499999999
2018-07-06,397.450012,408.649994,395.519989,408.25,408.25,8629600,406.352002,398.2425034,2.62584225352113,41.4010556512856,10.720001
2018-07-09,415.950012,419.119995,411.100006,418.970001,418.970001,11127500,411.978003,395.5230027,-0.797192159827224,43.1335481532433,-3.33999600000004
2018-07-10,417.23999,419.440002,413.079987,415.630005,415.630005,9382900,415,393.1015031,0.726605144881205,36.6698056800557,3.01998900000001
2018-07-11,411.339996,419.769989,410.600006,418.649994,418.649994,9713900,412.5099976,391.7435029,-1.23014309657436,36.9254643049612,-5.14999399999999
2018-07-12,415.160004,416.790009,407.799988,413.5,413.5,12743300,408.8119996,389.9175019,-4.28053494558646,34.0057785807032,-17.700012
2018-07-13,409.190002,410,395.079987,395.799988,395.799988,15719000,401.5820008,388.55250095,1.1824212081583,34.7314371472673,4.68002300000001
2018-07-16,398.980011,403.359985,391.75,400.480011,400.480011,22960000,392.878003,386.54199985,-5.24370740690975,33.3082650432485,-21
2018-07-17,346.950012,385,344,379.480011,379.480011,58410400,383.0240052,383.71849975,-1.14630701852699,26.6639182869292,-4.35000600000001
2018-07-18,381.23999,383.130005,372.359985,375.130005,375.130005,21746300,376.0740052,380.6820007,-2.9056577332437,16.0562286363495,-10.899994
2018-07-19,371.059998,375.75,363,364.230011,364.230011,16878700,368.5100038,378.0750015,-0.873080993866814,13.6064336992799,-3.18002300000001
2018-07-20,364.920013,370.5,360.140015,361.049988,361.049988,15096700,364.078003,375.38050075,0.445926063844664,13.1913313208839,1.61001600000003
2018-07-23,359.149994,363.899994,353.600006,362.660004,362.660004,11505200,361.626001,372.12250055,-1.47245269428719,14.5927889061998,-5.33999700000004
2018-07-24,366.940002,367.399994,354.559998,357.320007,357.320007,12851500,361.397998,368.72000115,1.55322620935694,22.8571670143455,5.54998800000004
2018-07-25,357.570007,363.279999,355.649994,362.869995,362.869995,8467800,360.2299986,365.53000025,0.0606280494478382,18.5465373506401,0.220000999999968
2018-07-26,358.190002,365.540009,356.630005,363.089996,363.089996,6993700,354.689996,361.9779998,-2.17026221785521,31.7063950501704,-7.88000499999998
2018-07-27,366.850006,367,351.649994,355.209991,355.209991,8949500,350.715997,358.77099905,-5.70085316096866,34.3875574530742,-20.25
2018-07-30,351.929993,352.029999,334.019989,334.959991,334.959991,18260700,345.817999,356.2744994,0.743378632345381,37.7686067166641,2.49002100000001
2018-07-31,331.51001,342.5,328,337.450012,337.450012,14085400,342.0999998,353.31599875,0.275594300467818,41.2118473048562,0.929992999999968
2018-08-01,335.869995,344.410004,334.019989,338.380005,338.380005,7790500,339.6760008,351.2164977,1.80861602623359,37.7248046559798,6.11999500000002
2018-08-02,337.230011,345,334.709991,344.5,344.5,7131300,342.8680052,348.77999715,-0.409289985486216,38.1600265653061,-1.41000400000001
2018-08-03,347.75,347.859985,338.480011,343.089996,343.089996,8848400,345.7440002,346.6904967,2.28220498740511,30.7377031699465,7.830017
2018-08-06,342.869995,351.980011,341.73999,350.920013,350.920013,8198100,347.5899962,344.47699725,0.259310944457315,26.097719189636,0.909974000000034
2018-08-07,353.230011,357.309998,349.01001,351.829987,351.829987,7970900,348.5619932,342.7304976,-1.19944352554577,27.5024070098377,-4.22000200000002
2018-08-08,352.209991,352.290009,346.609985,347.609985,347.609985,5394700,349.117993,341.7654967,0.503437782433091,34.3921750538702,1.75
2018-08-09,347.959991,352.440002,345.820007,349.359985,349.359985,4820300,347.19599,340.84399705,-0.99896672482396,42.7136405716925,-3.48998999999998
2018-08-10,346.910004,349.100006,344.420013,345.869995,345.869995,4328400,344.3279906,339.6479979,-1.31841358485,49.7633341102642,-4.55999700000001
2018-08-13,339.890015,347.190002,339.070007,341.309998,341.309998,6888900,340.0859924,339.8284987,-1.11921948445238,49.9607137172602,-3.82000800000003
2018-08-14,342.089996,342.410004,336.25,337.48999,337.48999,5805200,334.7019958,341.3094985,-3.28602220172515,47.5567287352921,-11.089996
2018-08-15,334.029999,335.5,321,326.399994,326.399994,11784500,328.8839966,342.8614974,-1.21323286543933,54.2916115076466,-3.959992
2018-08-16,329.899994,331.170013,321.209991,322.440002,322.440002,6689700,326.1679992,344.3444976,-1.75536625880557,56.5796295042105,-5.66000300000002
2018-08-17,319.01001,324.369995,312.959991,316.779999,316.779999,10407900,326.273999,345.66849815,3.45666141630363,60.8096990726492,10.950012
2018-08-20,314.640015,331.600006,310.929993,327.730011,327.730011,13591100,329.8820006,346.897998,3.13977287847466,59.8027059967798,10.289978
2018-08-21,331,341.5,329.700012,338.019989,338.019989,14783200,333.2280028,347.53199765,1.89929980738505,63.2534729143945,6.42001299999998
2018-08-22,338.48999,346.209991,337.410004,344.440002,344.440002,8930700,341.6360044,346.99949795,-1.53001653971655,64.1061323129357,-5.26998900000001
2018-08-23,348.109985,350.079987,337.649994,339.170013,339.170013,11336400,349.0059996,346.94199825,5.79355286341307,63.9283209673818,19.649994
2018-08-24,346,359.149994,344.540009,358.820007,358.820007,14729100,355.0999998,346.90799865,1.60525608595734,57.0340776336638,5.75998000000004
2018-08-27,367.149994,374.48999,360,364.579987,364.579987,17427300,359.8200012,347.0349991,1.07246780937538,61.2897140195686,3.91000299999996
2018-08-28,367.230011,369.98999,360.380005,368.48999,368.48999,9222600,366.1820008,347.76599885,-0.122114850392538,65.4944643951227,-0.44998099999998
2018-08-29,367.200012,369.859985,362.910004,368.040009,368.040009,8118700,367.953998,349.38899995,0.798826738426689,61.2074598308625,2.94000199999999
2018-08-30,365,376.809998,363.540009,370.980011,370.980011,10981000,367.7580018,351.47649995,-0.889540649671275,60.0067115910369,-3.30001799999997
2018-08-31,370.660004,376,367.079987,367.679993,367.679993,7943400,362.2960024,353.58249975,-1.10965705985531,63.1373053140693,-4.07998700000002
2018-09-04,366.470001,368.880005,361.26001,363.600006,363.600006,7605200,357.9799988,355.2610001,-6.16612008526754,65.4774530906022,-22.420013
2018-09-05,360,363.390015,335.829987,341.179993,341.179993,13092800,353.5199952,357.25699925,1.54756964310037,53.7003554474185,5.27999799999998
2018-09-06,347.440002,356,341.98999,346.459991,346.459991,13050200,349.6659974,358.70399935,0.640767204776618,41.7277177991626,2.22000200000002
2018-09-07,342.200012,355.75,341.25,348.679993,348.679993,9105800,348.1319948,359.7499985,-0.0774317441264861,49.5774667667981,-0.26998900000001
2018-09-10,352.269989,352.5,343.079987,348.410004,348.410004,5752200,353.8859986,360.85099795,2.15837344326083,49.4580400199462,7.51998900000001
2018-09-11,344.670013,356.149994,343.899994,355.929993,355.929993,6198100,358.2239992,361.39049685,3.93898218068967,47.1413911643434,14.020019
2018-09-12,359.079987,370.429993,356.23999,369.950012,369.950012,10480800,361.4000002,361.63299715,-0.486557086528767,46.7278450577127,-1.80001800000002
2018-09-13,371.910004,374.089996,366.839996,368.149994,368.149994,8366100,361.7880006,362.1024979,-0.975144929650599,52.9030915946761,-3.58999599999999
2018-09-14,368.549988,371.089996,363.459991,364.559998,364.559998,4756400,364.1320008,362.735997,-3.89784728932328,67.38034612987,-14.209992
2018-09-17,364.220001,367.329987,349.570007,350.350006,350.350006,7071900,363.5339966,362.8934967,4.9379157139218,68.6049410343244,17.299988
2018-09-18,353.670013,368.149994,351.559998,367.649994,367.649994,10414000,362.9759948,363.5809967,-0.187679317628383,68.830108507052,-0.69000299999999
2018-09-19,373.950012,377.609985,359.170013,366.959991,366.959991,11876800,362.3019956,364.25799715,-0.436016470253295,64.0761899253604,-1.60000600000001
2018-09-20,370.26001,370.26001,363.170013,365.359985,365.359985,6768100,366.1539914,366.0514969,-1.14133544208461,63.989474122172,-4.169983
2018-09-21,366.589996,372.220001,360.73999,361.190002,361.190002,11930600,366.5099912,366.91099705,2.33117831428789,54.4159260903749,8.419983
2018-09-24,359,373.640015,354.329987,369.609985,369.609985,9322500,368.693994,367.0444977,-0.0486978185938267,55.5834397324364,-0.17999199999997
2018-09-25,370.230011,371.339996,364.48999,369.429993,369.429993,6799800,371.7639952,367.0789978,2.28731076526317,49.4916742075442,8.45001199999996
2018-09-26,373.589996,382,370.880005,377.880005,377.880005,13799700,374.3519958,367.0679977,0.748911284681501,50.5707768160594,2.82998600000002
2018-09-27,379.869995,383.200012,376,380.709991,380.709991,7326200,376.7159974,364.86499785,-1.72834602599122,37.2157085315291,-6.57998600000002
2018-09-28,379.23999,380.799988,373.730011,374.130005,374.130005,7114900,378.2580018,362.51249845,1.95119020191926,42.8316470053718,7.29998800000004
2018-10-01,375.850006,386.109985,375.589996,381.429993,381.429993,8376600,378.0919984,361.26249845,-1.12470914158028,31.5024767391711,-4.28997800000002
2018-10-02,384.380005,386.799988,373.829987,377.140015,377.140015,8638700,374.679999,360.4014984,-0.0238709753458594,31.3204585477963,-0.0900270000000205
2018-10-03,378.529999,380.929993,374.880005,377.049988,377.049988,5798600,370.1239992,359.3389984,-3.55390383940285,37.1964170096999,-13.399994
2018-10-04,375.880005,375.920013,360.399994,363.649994,363.649994,9074400,363.6580018,359.22599945,-3.38236991693721,35.3155286176008,-12.299988
2018-10-05,359.769989,363.5,343,351.350006,351.350006,13523000,359.371997,358.29349975,-0.640387067475957,37.7433274725331,-2.25
2018-10-08,345.179993,352.950012,338.109985,349.100006,349.100006,12375500,349.1400024,356.8675003,1.89343594568715,44.4367268165124,6.60998499999999
2018-10-09,348.480011,358.720001,347.089996,355.709991,355.709991,8755000,340.6300048,354.8640015,-8.38322699797319,41.1719184109503,-29.819976
2018-10-10,353.519989,355.149994,325.390015,325.890015,325.890015,17183100,338.2720032,353.05050205,-1.46982379929621,34.9543336066733,-4.790009
2018-10-11,324.940002,334.200012,315.809998,321.100006,321.100006,16082100,335.078003,349.24800115,5.74898525539112,35.2063607369802,18.459992
2018-10-12,339.570007,341.299988,328.899994,339.559998,339.559998,14870800,333.2160036,345.85600135,-1.89362499642847,36.6522719167433,-6.42999300000002
2018-10-15,337.630005,339.209991,326.929993,333.130005,333.130005,11215000,340.978003,342.14100045,3.98342653043217,33.0481466309375,13.269989
2018-10-16,337.23999,347.950012,330.559998,346.399994,346.399994,20156400,346.1,337.3115006,5.28291521852625,39.3748580219951,18.300018
2018-10-17,378.329987,380,356.5,364.700012,364.700012,32610900,344.722003,332.74499975,-4.93282709296977,37.1605720546412,-17.990021
2018-10-18,360.670013,362.200012,346.049988,346.709991,346.709991,18461000,344.0040038,328.9815003,-4.04948757303046,32.3046203860406,-14.039978
2018-10-19,351,355.799988,332.200012,332.670013,332.670013,16717200,341.3560058,326.66800085,-0.940873501574061,38.308048088091,-3.13000399999999
2018-10-22,333.100006,335.799988,320.339996,329.540009,329.540009,17097200,328.7820008,324.55550085,1.09849939343784,44.7091671592954,3.61999500000002
2018-10-23,318,336.579987,316.769989,333.160004,333.160004,14907300,322.0140016,322.87250065,-9.40389501255979,43.8292930185395,-31.330017
2018-10-24,332.279999,333,300.730011,301.829987,301.829987,19039300,315.4459964,320.6290009,3.65769091061187,43.3827190330969,11.040008
2018-10-25,307.119995,319.940002,305.25,312.869995,312.869995,13346900,306.5059938,320.70950015,-4.16786787112647,41.1360558292118,-13.040008
2018-10-26,300.51001,313.98999,292.299988,299.829987,299.829987,19616000,297.0359926,320.5505005,-4.99949693157277,33.2670544019775,-14.989991
2018-10-29,305.26001,307.890015,275.399994,284.839996,284.839996,21698800,297.025995,318.74600065,0.340542765630436,43.9822100135759,0.970002000000022
2018-10-30,275.570007,290.519989,271.209991,285.809998,285.809998,23685700,297.927997,316.79300075,5.58762853355465,45.2465363460079,15.970001
2018-10-31,297.769989,311.5,295.049988,301.779999,301.779999,20360300,299.7820008,314.19300075,5.16933065534274,42.1697594195212,15.600006
2018-11-01,304.589996,318.450012,296.670013,317.380005,317.380005,15121500,305.902002,310.2945007,-2.60885968541086,38.6531233773769,-8.27999899999998
2018-11-02,318,321.880005,308.329987,309.100006,309.100006,13404600,310.9080016,307.46200105,2.05111480974866,47.369914000921,6.33999599999999
2018-11-05,311.100006,317.529999,303.73999,315.440002,315.440002,10283000,316.0520018,305.13899995,-1.45828238994242,40.5207468269359,-4.60000600000001
2018-11-06,314.76001,320.220001,305.299988,310.839996,310.839996,9710400,316.1600034,302.1919998,5.35967192587405,46.1886586446878,16.660004
2018-11-07,312.899994,328.559998,311,327.5,327.5,13328300,315.0340024,298.88300015,-2.92518687022901,50.5853180122552,-9.57998700000002
2018-11-08,328,332.049988,316.609985,317.920013,317.920013,11023900,310.7600034,296.89800105,-4.54517218455196,44.2241978758495,-14.450012
2018-11-09,311.070007,312.980011,298.01001,303.470001,303.470001,13480800,307.472003,294.19550165,-3.0975035321531,35.4173637420627,-9.39999400000005
2018-11-12,300,302.48999,290.630005,294.070007,294.070007,10924800,299.3180052,292.27550195,0.112213755957784,24.5555740710127,0.329987000000017
2018-11-13,295,303.549988,289.100006,294.399994,294.399994,12232200,293.7460022,291.3650024,-2.60529319168397,25.7335788019274,-7.669983
